,mean_abs_shap
P_PAQ__PAQ605_Vigorous_work_activity_2.0,0.00024067181496168096
P_PAQ__PAQ620_Moderate_work_activity_2.0,0.0006583238166707192
P_PAQ__PAQ635_Walk_or_bicycle_2.0,0.00010843542814861591
P_PAQ__PAQ650_Vigorous_recreational_activities_2.0,0.00038153377381682033
P_PAQ__PAQ665_Moderate_recreational_activities_2.0,9.770694035765814e-05
P_PUQMEC__PUQ100_Products_used_in_home_to_control_insects_2.0,0.00013024110010770009
P_PUQMEC__PUQ110_Products_used_to_kill_weeds_2.0,0.00011496800495996592
P_SLQ__SLQ300_Usual_sleep_time_on_weekdays_or_workdays_2,0.00013131058811618944
P_SLQ__SLQ300_Usual_sleep_time_on_weekdays_or_workdays_3,0.0001393636104514182
P_SLQ__SLQ300_Usual_sleep_time_on_weekdays_or_workdays_4,0.00014462814428782162
P_SLQ__SLQ300_Usual_sleep_time_on_weekdays_or_workdays_5,9.701369459531567e-05
P_SLQ__SLD012_Sleep_hours_weekdays_or_workdays_2,7.471329856891602e-05
P_SLQ__SLD012_Sleep_hours_weekdays_or_workdays_3,0.00015870570975481282
P_SLQ__SLD012_Sleep_hours_weekdays_or_workdays_4,0.0001331109828561963
P_SLQ__SLQ320_Usual_sleep_time_on_weekends_2,0.00010720915039309785
P_SLQ__SLQ320_Usual_sleep_time_on_weekends_3,0.00010663554152688678
P_SLQ__SLQ320_Usual_sleep_time_on_weekends_4,0.00015200881937609958
P_SLQ__SLQ320_Usual_sleep_time_on_weekends_5,0.00021424181058279842
